,ERRT (mean),ERRT (1.96*std),ERRT,AUC (mean),AUC (1.96*std),AUC
"DNN{63,100,50,25,2}",0.08840078115463257,0.0,0.0884\pm0.0000,0.9333575963973999,0.0,0.9334\pm0.0000
